         950 function calls (946 primitive calls) in 5.010 seconds

   Ordered by: cumulative time
   List reduced from 96 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    5.010    5.010 {built-in method builtins.exec}
        1    0.000    0.000    5.010    5.010 <string>:1(<module>)
        1    0.000    0.000    5.010    5.010 1750096170.py:1(func)
        1    0.001    0.001    5.010    5.010 coef.py:252(cm)
       27    0.000    0.000    5.007    0.185 threading.py:280(wait)
       81    5.007    0.062    5.007    0.062 {method 'acquire' of '_thread.lock' objects}
       20    0.000    0.000    5.007    0.250 _base.py:601(result_iterator)
       18    0.000    0.000    5.007    0.278 _base.py:417(result)
        2    0.000    0.000    0.001    0.001 _base.py:572(map)
        2    0.000    0.000    0.001    0.001 _base.py:597(<listcomp>)
       18    0.000    0.000    0.001    0.000 thread.py:155(submit)
       18    0.000    0.000    0.001    0.000 thread.py:174(_adjust_thread_count)
        3    0.000    0.000    0.001    0.000 threading.py:873(start)
        3    0.000    0.000    0.001    0.000 threading.py:556(wait)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       18    0.000    0.000    0.000    0.000 threading.py:404(acquire)
        1    0.000    0.000    0.000    0.000 _base.py:635(__exit__)
        1    0.000    0.000    0.000    0.000 thread.py:210(shutdown)
        3    0.000    0.000    0.000    0.000 threading.py:1021(join)
        3    0.000    0.000    0.000    0.000 threading.py:1059(_wait_for_tstate_lock)
      6/2    0.000    0.000    0.000    0.000 coef.py:225(get_chunks)
        3    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       18    0.000    0.000    0.000    0.000 _base.py:317(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:795(__init__)
       22    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:289(full)
       39    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 coef.py:74(_get_range_n_clusters)
        1    0.000    0.000    0.000    0.000 thread.py:117(__init__)
       39    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        3    0.000    0.000    0.000    0.000 weakref.py:428(__setitem__)
        3    0.000    0.000    0.000    0.000 threading.py:985(_stop)
        6    0.000    0.000    0.000    0.000 threading.py:1338(current_thread)
       15    0.000    0.000    0.000    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 parallel.py:596(get_num_threads)
        3    0.000    0.000    0.000    0.000 threading.py:521(__init__)
       19    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
       28    0.000    0.000    0.000    0.000 utils.py:107(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       32    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       15    0.000    0.000    0.000    0.000 {method '_release_save' of '_thread.RLock' objects}
       18    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
       12    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        1    0.000    0.000    0.000    0.000 parallel.py:373(_launch_threads)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       18    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        3    0.000    0.000    0.000    0.000 threading.py:768(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       18    0.000    0.000    0.000    0.000 thread.py:41(__init__)
        6    0.000    0.000    0.000    0.000 utils.py:99(chunker)
